activity_id,assay_chembl_id,assay_type,document_chembl_id,molecule_chembl_id,pchembl_value,relation,standard_relation,standard_type,standard_units,standard_value,type,units,value
115912,CHEMBL677216,B,CHEMBL1134843,CHEMBL285063,8.57,=,=,IC50,nM,2.7,IC50,nM,2.7
115914,CHEMBL673925,B,CHEMBL1134843,CHEMBL136404,9.30,=,=,IC50,nM,0.5,IC50 app,nM,0.5
115915,CHEMBL677216,B,CHEMBL1134843,CHEMBL136404,8.11,=,=,IC50,nM,7.7,IC50,nM,7.7
116316,CHEMBL680019,B,CHEMBL1131066,CHEMBL113356,,>,>,IC50,nM,50000.0,IC50,uM,50.0
116920,CHEMBL677391,B,CHEMBL1127560,CHEMBL291979,4.27,=,=,IC50,nM,54100.0,IC50,uM,54.1
116922,CHEMBL677391,B,CHEMBL1127560,CHEMBL62843,4.00,=,=,IC50,nM,100000.0,IC50,uM,100.0
116924,CHEMBL677391,B,CHEMBL1127560,CHEMBL63009,,>,>,IC50,nM,100000.0,IC50,uM,100.0
117058,CHEMBL679549,B,CHEMBL1127678,CHEMBL267941,,>,>,IC50,nM,50000.0,IC50,uM,50.0
117213,CHEMBL673925,B,CHEMBL1134843,CHEMBL334697,9.77,=,=,IC50,nM,0.17,IC50 app,nM,0.17
117214,CHEMBL677217,F,CHEMBL1134843,CHEMBL334697,7.89,=,=,IC50,nM,13.0,IC50,nM,13.0
117228,CHEMBL673925,B,CHEMBL1134843,CHEMBL434827,9.14,=,=,IC50,nM,0.73,IC50 app,nM,0.73
117229,CHEMBL677216,B,CHEMBL1134843,CHEMBL434827,7.68,=,=,IC50,nM,21.0,IC50,nM,21.0
117231,CHEMBL679948,B,CHEMBL1134843,CHEMBL434827,7.68,=,=,IC50,nM,21.0,IC50,nM,21.0
118165,CHEMBL677391,B,CHEMBL1127560,CHEMBL292287,,>,>,IC50,nM,100000.0,IC50,uM,100.0
118168,CHEMBL677391,B,CHEMBL1127560,CHEMBL64430,5.30,=,=,IC50,nM,5000.0,IC50,uM,5.0
118170,CHEMBL677391,B,CHEMBL1127560,CHEMBL64068,,>,>,IC50,nM,100000.0,IC50,uM,100.0
118172,CHEMBL677391,B,CHEMBL1127560,CHEMBL62067,,>,>,IC50,nM,100000.0,IC50,uM,100.0
118174,CHEMBL677391,B,CHEMBL1127560,CHEMBL64814,,>,>,IC50,nM,100000.0,IC50,uM,100.0
118461,CHEMBL673925,B,CHEMBL1134843,CHEMBL137082,8.57,=,=,IC50,nM,2.7,IC50 app,nM,2.7
118462,CHEMBL677216,B,CHEMBL1134843,CHEMBL137082,6.81,=,=,IC50,nM,156.0,IC50,nM,156.0
118831,CHEMBL680019,B,CHEMBL1131066,CHEMBL299347,,>,>,IC50,nM,50000.0,IC50,uM,50.0
118835,CHEMBL680019,B,CHEMBL1131066,CHEMBL324926,6.48,=,=,IC50,nM,330.0,IC50,uM,0.33
118874,CHEMBL679947,F,CHEMBL1130057,CHEMBL53311,7.09,=,=,IC50,nM,82.0,IC50,nM,82.0
119381,CHEMBL677391,B,CHEMBL1127560,CHEMBL62176,6.00,=,=,IC50,nM,1000.0,IC50,uM,1.0
119394,CHEMBL676146,F,CHEMBL1127084,CHEMBL130694,,>,>,IC50,nM,20000.0,IC50,uM,20.0
119396,CHEMBL676146,F,CHEMBL1127084,CHEMBL423159,4.68,=,=,IC50,nM,21000.0,IC50,uM,21.0
119922,CHEMBL680019,B,CHEMBL1131066,CHEMBL109759,,>,>,IC50,nM,5000.0,IC50,uM,5.0
119990,CHEMBL679947,F,CHEMBL1130057,CHEMBL299622,9.12,=,=,IC50,nM,0.76,IC50,nM,0.76
119991,CHEMBL680026,F,CHEMBL1130057,CHEMBL299622,7.52,=,=,IC50,nM,30.0,IC50,nM,30.0
120871,CHEMBL673925,B,CHEMBL1134843,CHEMBL138363,8.80,=,=,IC50,nM,1.6,IC50 app,nM,1.6
120872,CHEMBL677216,B,CHEMBL1134843,CHEMBL138363,7.36,=,=,IC50,nM,44.0,IC50,nM,44.0
120874,CHEMBL673925,B,CHEMBL1134843,CHEMBL93464,9.26,=,=,IC50,nM,0.55,IC50 app,nM,0.55
120875,CHEMBL677216,B,CHEMBL1134843,CHEMBL93464,8.06,=,=,IC50,nM,8.7,IC50,nM,8.7
121283,CHEMBL680020,B,CHEMBL1131066,CHEMBL112080,,,,IC50,nM,,IC50,uM,
121309,CHEMBL679947,F,CHEMBL1130057,CHEMBL53831,8.82,=,=,IC50,nM,1.5,IC50,nM,1.5
121310,CHEMBL679947,F,CHEMBL1130057,CHEMBL299881,8.64,=,=,IC50,nM,2.3,IC50,nM,2.3
121311,CHEMBL679947,F,CHEMBL1130057,CHEMBL50027,5.59,=,=,IC50,nM,2550.0,IC50,nM,2550.0
121735,CHEMBL683041,B,CHEMBL1135208,CHEMBL31965,7.13,=,=,IC50,nM,74.0,IC50,uM,0.074
122056,CHEMBL673925,B,CHEMBL1134843,CHEMBL344486,8.57,=,=,IC50,nM,2.7,IC50 app,nM,2.7
122057,CHEMBL677216,B,CHEMBL1134843,CHEMBL344486,7.19,=,=,IC50,nM,64.0,IC50,nM,64.0
122059,CHEMBL673925,B,CHEMBL1134843,CHEMBL138940,9.21,=,=,IC50,nM,0.61,IC50 app,nM,0.61
122060,CHEMBL677216,B,CHEMBL1134843,CHEMBL138940,7.85,=,=,IC50,nM,14.0,IC50,nM,14.0
122062,CHEMBL677213,B,CHEMBL1134843,CHEMBL138940,7.85,=,=,IC50,nM,14.0,IC50,nM,14.0
122505,CHEMBL680020,B,CHEMBL1131066,CHEMBL112706,,,,IC50,nM,,IC50,uM,
122509,CHEMBL680019,B,CHEMBL1131066,CHEMBL321193,6.82,=,=,IC50,nM,150.0,IC50,uM,0.15
122513,CHEMBL680019,B,CHEMBL1131066,CHEMBL419022,6.16,=,=,IC50,nM,700.0,IC50,uM,0.7
122535,CHEMBL679947,F,CHEMBL1130057,CHEMBL53426,9.60,=,=,IC50,nM,0.25,IC50,nM,0.25
122536,CHEMBL680026,F,CHEMBL1130057,CHEMBL53426,8.29,=,=,IC50,nM,5.1,IC50,nM,5.1
122537,CHEMBL680030,F,CHEMBL1130057,CHEMBL53711,8.59,=,=,IC50,nM,2.6,IC50,nM,2.6
122538,CHEMBL680031,F,CHEMBL1130057,CHEMBL53711,7.92,=,=,IC50,nM,12.0,IC50,nM,12.0
123349,CHEMBL673925,B,CHEMBL1134843,CHEMBL344177,9.16,=,=,IC50,nM,0.69,IC50 app,nM,0.69
123350,CHEMBL677216,B,CHEMBL1134843,CHEMBL344177,7.70,=,=,IC50,nM,20.0,IC50,nM,20.0
123352,CHEMBL673925,B,CHEMBL1134843,CHEMBL136178,8.92,=,=,IC50,nM,1.2,IC50 app,nM,1.2
123353,CHEMBL677216,B,CHEMBL1134843,CHEMBL136178,5.98,=,=,IC50,nM,1039.0,IC50,nM,1039.0
123355,CHEMBL673925,B,CHEMBL1134843,CHEMBL136511,8.85,=,=,IC50,nM,1.4,IC50 app,nM,1.4
123356,CHEMBL677216,B,CHEMBL1134843,CHEMBL136511,8.57,=,=,IC50,nM,2.7,IC50,nM,2.7
123751,CHEMBL680020,B,CHEMBL1131066,CHEMBL320339,,,,IC50,nM,,IC50,uM,
123785,CHEMBL679947,F,CHEMBL1130057,CHEMBL416307,8.52,=,=,IC50,nM,3.0,IC50,nM,3.0
124275,CHEMBL677391,B,CHEMBL1127560,CHEMBL64165,,>,>,IC50,nM,100000.0,IC50,uM,100.0
124308,CHEMBL676146,F,CHEMBL1127084,CHEMBL130116,,>,>,IC50,nM,20000.0,IC50,uM,20.0
124325,CHEMBL679549,B,CHEMBL1127678,CHEMBL44,6.00,=,=,IC50,nM,1000.0,IC50,uM,1.0
124595,CHEMBL673925,B,CHEMBL1134843,CHEMBL136102,8.84,=,=,IC50,nM,1.45,IC50 app,nM,1.45
124596,CHEMBL677216,B,CHEMBL1134843,CHEMBL136102,6.71,=,=,IC50,nM,193.0,IC50,nM,193.0
124598,CHEMBL673925,B,CHEMBL1134843,CHEMBL336264,9.37,=,=,IC50,nM,0.43,IC50 app,nM,0.43
124599,CHEMBL677216,B,CHEMBL1134843,CHEMBL336264,,>,>,IC50,nM,500.0,IC50,nM,500.0
125063,CHEMBL680019,B,CHEMBL1131066,CHEMBL104153,6.66,=,=,IC50,nM,220.0,IC50,uM,0.22
125108,CHEMBL680030,F,CHEMBL1130057,CHEMBL53156,8.51,=,=,IC50,nM,3.1,IC50,nM,3.1
125109,CHEMBL680031,F,CHEMBL1130057,CHEMBL53156,7.70,=,=,IC50,nM,20.0,IC50,nM,20.0
125565,CHEMBL683041,B,CHEMBL1135208,CHEMBL95774,7.10,=,=,IC50,nM,80.0,IC50,uM,0.08
125659,CHEMBL676146,F,CHEMBL1127084,CHEMBL130893,,>,>,IC50,nM,10000.0,IC50,uM,10.0
125663,CHEMBL676146,F,CHEMBL1127084,CHEMBL129907,,>,>,IC50,nM,20000.0,IC50,uM,20.0
125665,CHEMBL676146,F,CHEMBL1127084,CHEMBL131653,5.05,=,=,IC50,nM,9000.0,IC50,uM,9.0
125676,CHEMBL679549,B,CHEMBL1127678,CHEMBL268868,6.52,=,=,IC50,nM,300.0,IC50,uM,0.3
125682,CHEMBL621149,F,CHEMBL1127678,CHEMBL268868,,>,>,IC50,nM,4500.0,IC50,uM,4.5
125685,CHEMBL679549,B,CHEMBL1127678,CHEMBL7352,,>,>,IC50,nM,50000.0,IC50,uM,50.0
125689,CHEMBL621149,F,CHEMBL1127678,CHEMBL7352,,>,>,IC50,nM,100000.0,IC50,uM,100.0
125800,CHEMBL679549,B,CHEMBL1127678,CHEMBL7775,5.06,=,=,IC50,nM,8700.0,IC50,uM,8.7
125805,CHEMBL621149,F,CHEMBL1127678,CHEMBL7775,,>,>,IC50,nM,100000.0,IC50,uM,100.0
125815,CHEMBL679549,B,CHEMBL1127678,CHEMBL8222,,>,>,IC50,nM,100000.0,IC50,uM,100.0
126489,CHEMBL680030,F,CHEMBL1130057,CHEMBL53711,,=,=,IC50,nM,0.006,IC50,nM,0.006
126490,CHEMBL680031,F,CHEMBL1130057,CHEMBL53711,7.68,=,=,IC50,nM,21.0,IC50,nM,21.0
127172,CHEMBL677391,B,CHEMBL1127560,CHEMBL60200,,>,>,IC50,nM,100000.0,IC50,uM,100.0
127175,CHEMBL677391,B,CHEMBL1127560,CHEMBL61119,5.28,=,=,IC50,nM,5300.0,IC50,uM,5.3
127318,CHEMBL677391,B,CHEMBL1127560,CHEMBL64231,,>,>,IC50,nM,100000.0,IC50,uM,100.0
127421,CHEMBL673925,B,CHEMBL1134843,CHEMBL335440,7.03,=,=,IC50,nM,93.5,IC50 app,nM,93.5
127736,CHEMBL680019,B,CHEMBL1131066,CHEMBL50647,6.66,=,=,IC50,nM,220.0,IC50,uM,0.22
127740,CHEMBL680019,B,CHEMBL1131066,CHEMBL320705,7.18,=,=,IC50,nM,66.0,IC50,uM,0.066
127787,CHEMBL679947,F,CHEMBL1130057,CHEMBL51228,8.64,=,=,IC50,nM,2.3,IC50,nM,2.3
128253,CHEMBL676147,F,CHEMBL1127084,CHEMBL130117,,>,>,IC50,nM,10000.0,IC50,uM,10.0
128255,CHEMBL676146,F,CHEMBL1127084,CHEMBL129930,5.02,=,=,IC50,nM,9500.0,IC50,uM,9.5
128843,CHEMBL680019,B,CHEMBL1131066,CHEMBL48172,,>,>,IC50,nM,5000.0,IC50,uM,5.0
128847,CHEMBL680019,B,CHEMBL1131066,CHEMBL113863,6.00,=,=,IC50,nM,1000.0,IC50,uM,1.0
129395,CHEMBL683041,B,CHEMBL1135208,CHEMBL553,5.84,=,=,IC50,nM,1450.0,IC50,uM,1.45
129504,CHEMBL677391,B,CHEMBL1127560,CHEMBL62699,,>,>,IC50,nM,100000.0,IC50,uM,100.0
129764,CHEMBL673925,B,CHEMBL1134843,CHEMBL92086,8.92,=,=,IC50,nM,1.2,IC50 app,nM,1.2
129765,CHEMBL677216,B,CHEMBL1134843,CHEMBL92086,7.80,=,=,IC50,nM,16.0,IC50,nM,16.0
130156,CHEMBL680019,B,CHEMBL1131066,CHEMBL109631,6.72,=,=,IC50,nM,190.0,IC50,uM,0.19
130236,CHEMBL680030,F,CHEMBL1130057,CHEMBL52015,7.08,=,=,IC50,nM,84.0,IC50,nM,84.0
130237,CHEMBL680030,F,CHEMBL1130057,CHEMBL53796,8.02,=,=,IC50,nM,9.6,IC50,nM,9.6
130238,CHEMBL680031,F,CHEMBL1130057,CHEMBL53796,7.50,=,=,IC50,nM,32.0,IC50,nM,32.0
130239,CHEMBL680030,F,CHEMBL1130057,CHEMBL51853,9.89,=,=,IC50,nM,0.13,IC50,nM,0.13
130240,CHEMBL680031,F,CHEMBL1130057,CHEMBL51853,7.80,=,=,IC50,nM,16.0,IC50,nM,16.0
130896,CHEMBL677391,B,CHEMBL1127560,CHEMBL294205,,>,>,IC50,nM,100000.0,IC50,uM,100.0
130899,CHEMBL677391,B,CHEMBL1127560,CHEMBL293913,4.36,=,=,IC50,nM,44000.0,IC50,uM,44.0
130926,CHEMBL676146,F,CHEMBL1127084,CHEMBL133283,5.00,=,=,IC50,nM,10000.0,IC50,uM,10.0
130930,CHEMBL679549,B,CHEMBL1127678,CHEMBL7914,5.60,=,=,IC50,nM,2500.0,IC50,uM,2.5
130935,CHEMBL621149,F,CHEMBL1127678,CHEMBL7914,5.35,=,=,IC50,nM,4500.0,IC50,uM,4.5
130938,CHEMBL679549,B,CHEMBL1127678,CHEMBL7929,,>,>,IC50,nM,50000.0,IC50,uM,50.0
130941,CHEMBL621149,F,CHEMBL1127678,CHEMBL7929,,>,>,IC50,nM,100000.0,IC50,uM,100.0
131068,CHEMBL673925,B,CHEMBL1134843,CHEMBL334801,8.96,=,=,IC50,nM,1.1,IC50 app,nM,1.1
131069,CHEMBL677216,B,CHEMBL1134843,CHEMBL334801,7.24,=,=,IC50,nM,57.0,IC50,nM,57.0
131071,CHEMBL679948,B,CHEMBL1134843,CHEMBL334801,7.24,=,=,IC50,nM,57.0,IC50,nM,57.0
131441,CHEMBL680019,B,CHEMBL1131066,CHEMBL111618,,>,>,IC50,nM,5000.0,IC50,uM,5.0
131445,CHEMBL680019,B,CHEMBL1131066,CHEMBL325589,6.29,=,=,IC50,nM,510.0,IC50,uM,0.51
132037,CHEMBL683041,B,CHEMBL1135208,CHEMBL99024,5.98,=,=,IC50,nM,1040.0,IC50,uM,1.04
132094,CHEMBL677391,B,CHEMBL1127560,CHEMBL59812,4.70,=,=,IC50,nM,20000.0,IC50,uM,20.0
132136,CHEMBL676146,F,CHEMBL1127084,CHEMBL130337,,>,>,IC50,nM,10000.0,IC50,uM,10.0
132358,CHEMBL673925,B,CHEMBL1134843,CHEMBL434828,8.04,=,=,IC50,nM,9.1,IC50 app,nM,9.1
132359,CHEMBL677216,B,CHEMBL1134843,CHEMBL434828,7.11,=,=,IC50,nM,77.0,IC50,nM,77.0
132779,CHEMBL680019,B,CHEMBL1131066,CHEMBL49596,5.25,=,=,IC50,nM,5600.0,IC50,uM,5.6
132844,CHEMBL680030,F,CHEMBL1130057,CHEMBL50519,8.37,=,=,IC50,nM,4.3,IC50,nM,4.3
133312,CHEMBL677391,B,CHEMBL1127560,CHEMBL63455,,>,>,IC50,nM,100000.0,IC50,uM,100.0
133314,CHEMBL677391,B,CHEMBL1127560,CHEMBL293250,4.39,=,=,IC50,nM,40500.0,IC50,uM,40.5
133316,CHEMBL677391,B,CHEMBL1127560,CHEMBL62701,4.65,=,=,IC50,nM,22300.0,IC50,uM,22.3
133541,CHEMBL673925,B,CHEMBL1134843,CHEMBL51659,9.04,=,=,IC50,nM,0.91,IC50 app,nM,0.91
133542,CHEMBL677216,B,CHEMBL1134843,CHEMBL51659,8.47,=,=,IC50,nM,3.4,IC50,nM,3.4
133544,CHEMBL673925,B,CHEMBL1134843,CHEMBL135142,8.76,=,=,IC50,nM,1.75,IC50 app,nM,1.75
133545,CHEMBL677216,B,CHEMBL1134843,CHEMBL135142,7.46,=,=,IC50,nM,35.0,IC50,nM,35.0
133547,CHEMBL673925,B,CHEMBL1134843,CHEMBL343722,8.80,=,=,IC50,nM,1.6,IC50 app,nM,1.6
133548,CHEMBL677216,B,CHEMBL1134843,CHEMBL343722,6.92,=,=,IC50,nM,120.0,IC50,nM,120.0
133984,CHEMBL680019,B,CHEMBL1131066,CHEMBL448154,6.31,=,=,IC50,nM,490.0,IC50,uM,0.49
134564,CHEMBL677391,B,CHEMBL1127560,CHEMBL303127,,>,>,IC50,nM,100000.0,IC50,uM,100.0
135131,CHEMBL680019,B,CHEMBL1131066,CHEMBL50470,5.85,=,=,IC50,nM,1400.0,IC50,uM,1.4
135135,CHEMBL680019,B,CHEMBL1131066,CHEMBL104244,6.68,=,=,IC50,nM,210.0,IC50,uM,0.21
135211,CHEMBL679947,F,CHEMBL1130057,CHEMBL53777,9.02,=,=,IC50,nM,0.95,IC50,nM,0.95
135212,CHEMBL680026,F,CHEMBL1130057,CHEMBL53777,7.66,=,=,IC50,nM,22.0,IC50,nM,22.0
135765,CHEMBL677391,B,CHEMBL1127560,CHEMBL293889,5.37,=,=,IC50,nM,4300.0,IC50,uM,4.3
135767,CHEMBL677391,B,CHEMBL1127560,CHEMBL61278,,>,>,IC50,nM,100000.0,IC50,uM,100.0
135801,CHEMBL679549,B,CHEMBL1127678,CHEMBL267869,,>,>,IC50,nM,100000.0,IC50,uM,100.0
136079,CHEMBL673925,B,CHEMBL1134843,CHEMBL140561,8.62,=,=,IC50,nM,2.4,IC50 app,nM,2.4
136080,CHEMBL677216,B,CHEMBL1134843,CHEMBL140561,6.97,=,=,IC50,nM,108.0,IC50,nM,108.0
136082,CHEMBL679948,B,CHEMBL1134843,CHEMBL140561,6.97,=,=,IC50,nM,108.0,IC50,nM,108.0
136084,CHEMBL673925,B,CHEMBL1134843,CHEMBL345077,8.34,=,=,IC50,nM,4.6,IC50 app,nM,4.6
136085,CHEMBL677216,B,CHEMBL1134843,CHEMBL345077,6.47,=,=,IC50,nM,340.0,IC50,nM,340.0
136425,CHEMBL680019,B,CHEMBL1131066,CHEMBL107472,5.12,=,=,IC50,nM,7500.0,IC50,uM,7.5
136429,CHEMBL680019,B,CHEMBL1131066,CHEMBL326041,,>,>,IC50,nM,5000.0,IC50,uM,5.0
136433,CHEMBL680019,B,CHEMBL1131066,CHEMBL111247,,>,>,IC50,nM,5000.0,IC50,uM,5.0
137102,CHEMBL673925,B,CHEMBL1134843,CHEMBL139044,8.96,=,=,IC50,nM,1.1,IC50 app,nM,1.1
137103,CHEMBL677216,B,CHEMBL1134843,CHEMBL139044,7.57,=,=,IC50,nM,27.0,IC50,nM,27.0
137105,CHEMBL673925,B,CHEMBL1134843,CHEMBL139095,9.12,=,=,IC50,nM,0.76,IC50 app,nM,0.76
137106,CHEMBL677216,B,CHEMBL1134843,CHEMBL139095,8.62,=,=,IC50,nM,2.4,IC50,nM,2.4
137440,CHEMBL680020,B,CHEMBL1131066,CHEMBL324543,,,,IC50,nM,,IC50,uM,
137444,CHEMBL680019,B,CHEMBL1131066,CHEMBL113070,7.10,=,=,IC50,nM,80.0,IC50,uM,0.08
137448,CHEMBL680020,B,CHEMBL1131066,CHEMBL109725,,,,IC50,nM,,IC50,uM,
137455,CHEMBL680019,B,CHEMBL1131066,CHEMBL104779,6.04,=,=,IC50,nM,910.0,IC50,uM,0.91
138225,CHEMBL677391,B,CHEMBL1127560,CHEMBL64781,,>,>,IC50,nM,100000.0,IC50,uM,100.0
138233,CHEMBL676146,F,CHEMBL1127084,CHEMBL319620,4.04,=,=,IC50,nM,92000.0,IC50,uM,92.0
138375,CHEMBL679549,B,CHEMBL1127678,CHEMBL266255,,>,>,IC50,nM,100000.0,IC50,uM,100.0
138492,CHEMBL673925,B,CHEMBL1134843,CHEMBL134371,9.43,=,=,IC50,nM,0.37,IC50 app,nM,0.37
138493,CHEMBL677216,B,CHEMBL1134843,CHEMBL134371,,>,>,IC50,nM,500.0,IC50,nM,500.0
138953,CHEMBL680019,B,CHEMBL1131066,CHEMBL301612,6.58,=,=,IC50,nM,260.0,IC50,uM,0.26
139013,CHEMBL680030,F,CHEMBL1130057,CHEMBL52765,9.11,=,=,IC50,nM,0.78,IC50,nM,0.78
139014,CHEMBL680030,F,CHEMBL1130057,CHEMBL50344,7.96,=,=,IC50,nM,11.0,IC50,nM,11.0
139390,CHEMBL677391,B,CHEMBL1127560,CHEMBL293251,4.94,=,=,IC50,nM,11400.0,IC50,uM,11.4
139392,CHEMBL677391,B,CHEMBL1127560,CHEMBL294341,,>,>,IC50,nM,100000.0,IC50,uM,100.0
139395,CHEMBL677391,B,CHEMBL1127560,CHEMBL60472,5.44,=,=,IC50,nM,3600.0,IC50,uM,3.6
139439,CHEMBL676146,F,CHEMBL1127084,CHEMBL131407,,>,>,IC50,nM,20000.0,IC50,uM,20.0
139593,CHEMBL673925,B,CHEMBL1134843,CHEMBL342828,9.25,=,=,IC50,nM,0.56,IC50 app,nM,0.56
139594,CHEMBL677216,B,CHEMBL1134843,CHEMBL342828,7.85,=,=,IC50,nM,14.0,IC50,nM,14.0
139596,CHEMBL677213,B,CHEMBL1134843,CHEMBL342828,7.85,=,=,IC50,nM,14.0,IC50,nM,14.0
139961,CHEMBL680019,B,CHEMBL1131066,CHEMBL299194,5.06,=,=,IC50,nM,8700.0,IC50,uM,8.7
139965,CHEMBL680019,B,CHEMBL1131066,CHEMBL323699,,>,>,IC50,nM,5000.0,IC50,uM,5.0
140014,CHEMBL679947,F,CHEMBL1130057,CHEMBL54067,7.46,=,=,IC50,nM,35.0,IC50,nM,35.0
140478,CHEMBL677391,B,CHEMBL1127560,CHEMBL291359,5.00,=,=,IC50,nM,9900.0,IC50,uM,9.9
140517,CHEMBL676146,F,CHEMBL1127084,CHEMBL335074,,>,>,IC50,nM,10000.0,IC50,uM,10.0
141071,CHEMBL680019,B,CHEMBL1131066,CHEMBL109296,5.35,=,=,IC50,nM,4500.0,IC50,uM,4.5
141079,CHEMBL680019,B,CHEMBL1131066,CHEMBL111339,6.32,=,=,IC50,nM,480.0,IC50,uM,0.48
141112,CHEMBL680030,F,CHEMBL1130057,CHEMBL52197,7.52,=,=,IC50,nM,30.0,IC50,nM,30.0
142383,CHEMBL680019,B,CHEMBL1131066,CHEMBL109525,,>,>,IC50,nM,50000.0,IC50,uM,50.0
142994,CHEMBL679549,B,CHEMBL1127678,CHEMBL7939,6.16,=,=,IC50,nM,700.0,IC50,uM,0.7
142999,CHEMBL621149,F,CHEMBL1127678,CHEMBL7939,5.66,=,=,IC50,nM,2200.0,IC50,uM,2.2
143002,CHEMBL679549,B,CHEMBL1127678,CHEMBL8163,,>,>,IC50,nM,50000.0,IC50,uM,50.0
143005,CHEMBL679549,B,CHEMBL1127678,CHEMBL8095,5.70,=,=,IC50,nM,2000.0,IC50,uM,2.0
143010,CHEMBL621149,F,CHEMBL1127678,CHEMBL8095,4.75,=,=,IC50,nM,18000.0,IC50,uM,18.0
143066,CHEMBL679549,B,CHEMBL1127678,CHEMBL268441,,>,>,IC50,nM,50000.0,IC50,uM,50.0
143069,CHEMBL621149,F,CHEMBL1127678,CHEMBL268441,,>,>,IC50,nM,50000.0,IC50,uM,50.0
143211,CHEMBL673925,B,CHEMBL1134843,CHEMBL345109,9.36,=,=,IC50,nM,0.44,IC50 app,nM,0.44
143212,CHEMBL677216,B,CHEMBL1134843,CHEMBL345109,7.23,=,=,IC50,nM,59.0,IC50,nM,59.0
143214,CHEMBL679948,B,CHEMBL1134843,CHEMBL345109,7.23,=,=,IC50,nM,59.0,IC50,nM,59.0
143687,CHEMBL680020,B,CHEMBL1131066,CHEMBL110905,,,,IC50,nM,,IC50,uM,
144108,CHEMBL683041,B,CHEMBL1135208,CHEMBL607707,7.08,=,=,IC50,nM,83.0,IC50,uM,0.083
144215,CHEMBL677391,B,CHEMBL1127560,CHEMBL293986,4.00,=,=,IC50,nM,100000.0,IC50,uM,100.0
144234,CHEMBL679549,B,CHEMBL1127678,CHEMBL8223,4.30,=,=,IC50,nM,50000.0,IC50,uM,50.0
144239,CHEMBL679549,B,CHEMBL1127678,CHEMBL8036,,>,>,IC50,nM,50000.0,IC50,uM,50.0
144242,CHEMBL621149,F,CHEMBL1127678,CHEMBL8036,,>,>,IC50,nM,50000.0,IC50,uM,50.0
144667,CHEMBL680019,B,CHEMBL1131066,CHEMBL332269,5.36,=,=,IC50,nM,4400.0,IC50,uM,4.4
144687,CHEMBL680030,F,CHEMBL1130057,CHEMBL300217,8.12,=,=,IC50,nM,7.6,IC50,nM,7.6
144688,CHEMBL680031,F,CHEMBL1130057,CHEMBL300217,7.28,=,=,IC50,nM,53.0,IC50,nM,53.0
144689,CHEMBL680030,F,CHEMBL1130057,CHEMBL53753,,=,=,IC50,nM,0.008,IC50,nM,0.008
144690,CHEMBL680031,F,CHEMBL1130057,CHEMBL53753,7.82,=,=,IC50,nM,15.0,IC50,nM,15.0
161214,CHEMBL677888,B,CHEMBL1135763,CHEMBL300936,,>,>,IC50,nM,25000.0,IC50,nM,25000.0
182065,CHEMBL677888,B,CHEMBL1135763,CHEMBL428690,5.12,=,=,IC50,nM,7600.0,IC50,nM,7600.0
183887,CHEMBL674106,B,CHEMBL1146682,CHEMBL14932,7.01,=,=,IC50,nM,98.0,IC50,nM,98.0
184317,CHEMBL814059,F,CHEMBL1127530,CHEMBL48085,,=,=,IC50,nM,130000.0,IC50,uM,130.0
185100,CHEMBL677389,B,CHEMBL1130030,CHEMBL38199,8.43,=,=,IC50,nM,3.7,IC50,nM,3.7
185101,CHEMBL676156,B,CHEMBL1130030,CHEMBL38199,6.72,=,=,IC50,nM,192.0,IC50,nM,192.0
186628,CHEMBL674106,B,CHEMBL1146682,CHEMBL553,9.00,=,=,IC50,nM,1.0,IC50,uM,0.001
186630,CHEMBL674106,B,CHEMBL1146682,CHEMBL939,9.00,=,=,IC50,nM,1.0,IC50,uM,0.001
187807,CHEMBL677389,B,CHEMBL1130030,CHEMBL29197,10.60,=,=,IC50,nM,0.025,IC50,nM,0.025
189000,CHEMBL677389,B,CHEMBL1130030,CHEMBL287007,8.59,=,=,IC50,nM,2.6,IC50,nM,2.6
189001,CHEMBL676156,B,CHEMBL1130030,CHEMBL287007,8.01,=,=,IC50,nM,9.7,IC50,nM,9.7
189002,CHEMBL677389,B,CHEMBL1130030,CHEMBL37346,5.26,=,=,IC50,nM,5500.0,IC50,nM,5500.0
189003,CHEMBL677389,B,CHEMBL1130030,CHEMBL39563,,>,>,IC50,nM,100000.0,IC50,nM,100000.0
189082,CHEMBL674106,B,CHEMBL1146682,CHEMBL15346,7.13,=,=,IC50,nM,74.0,IC50,nM,74.0
189084,CHEMBL674106,B,CHEMBL1146682,CHEMBL15202,7.17,=,=,IC50,nM,68.0,IC50,nM,68.0
190221,CHEMBL674106,B,CHEMBL1146682,CHEMBL554,8.00,=,=,IC50,nM,10.0,IC50,uM,0.01
191433,CHEMBL677389,B,CHEMBL1130030,CHEMBL36819,7.28,=,=,IC50,nM,53.0,IC50,nM,53.0
191434,CHEMBL676156,B,CHEMBL1130030,CHEMBL36819,5.92,=,=,IC50,nM,1196.0,IC50,nM,1196.0
191435,CHEMBL677389,B,CHEMBL1130030,CHEMBL40130,8.43,=,=,IC50,nM,3.7,IC50,nM,3.7
191436,CHEMBL676156,B,CHEMBL1130030,CHEMBL40130,7.80,=,=,IC50,nM,16.0,IC50,nM,16.0
191437,CHEMBL677389,B,CHEMBL1130030,CHEMBL35820,,=,=,IC50,nM,0.006,IC50,nM,0.006
191495,CHEMBL674106,B,CHEMBL1146682,CHEMBL14627,7.13,=,=,IC50,nM,74.0,IC50,nM,74.0
